,Entry,Entry name,Status,Protein names,Gene,Organism,Length,Gene16,PP,gene
869,Q88LU5,Q88LU5_PSEPK,unreviewed,Putative Oxidase,PP_1832,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),178,PP_1832,PP_1832,PP_1832
668,Q88LU4,Q88LU4_PSEPK,unreviewed,Uncharacterized protein,PP_1833,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),100,PP_1833,PP_1833,PP_1833
4557,Q88LU3,Q88LU3_PSEPK,unreviewed,ANK_REP_REGION domain-containing protein,PP_1834,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),174,PP_1834,PP_1834,PP_1834
64,Q88LU2,Q88LU2_PSEPK,unreviewed,Uncharacterized protein,PP_1835,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),176,PP_1835,PP_1835,PP_1835
2968,Q88LU1,Q88LU1_PSEPK,unreviewed,"Putative metal transporter, ZIP family",PP_1836,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),312,PP_1836,PP_1836,PP_1836
3044,Q88LU0,Q88LU0_PSEPK,unreviewed,PLDc_N domain-containing protein,PP_1837,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),63,PP_1837,PP_1837,PP_1837
2945,Q88LT9,Q88LT9_PSEPK,unreviewed,Sulfatase domain-containing protein,PP_1838,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),685,PP_1838,PP_1838,PP_1838
2169,Q88LT8,Q88LT8_PSEPK,unreviewed,Uncharacterized protein,PP_1839,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),78,PP_1839,PP_1839,PP_1839
3254,Q88LT7,Q88LT7_PSEPK,unreviewed,RraB domain-containing protein,PP_1840,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),110,PP_1840,PP_1840,PP_1840
2690,Q88LT6,Q88LT6_PSEPK,unreviewed,Cytochrome c family protein,PP_1841,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),266,PP_1841,PP_1841,PP_1841
3656,Q88LT5,Q88LT5_PSEPK,unreviewed,"Glutamine amidotransferase, class I",PP_1842,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),244,PP_1842,PP_1842,PP_1842
4701,Q88LT4,Q88LT4_PSEPK,unreviewed,Mg2+/Co2+ transporter,PP_1843,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),323,PP_1843,PP_1843,PP_1843
3583,Q88LT3,Q88LT3_PSEPK,unreviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),plsC PP_1844,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),237,plsC,PP_1844,plsC
4520,Q88LT2,Q88LT2_PSEPK,unreviewed,Enoyl-CoA hydratase/isomerase family protein,PP_1845,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),229,PP_1845,PP_1845,PP_1845
2829,Q88LT1,Q88LT1_PSEPK,unreviewed,Putative TonB-dependent ferric siderophore receptor,PP_1847,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),710,PP_1847,PP_1847,PP_1847
2932,Q88LS9,Q88LS9_PSEPK,unreviewed,Uncharacterized protein,PP_1849,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),126,PP_1849,PP_1849,PP_1849
54,Q88LS8,Q88LS8_PSEPK,unreviewed,Uncharacterized transporter YgaY,ygaY PP_1850,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),395,ygaY,PP_1850,ygaY
2331,Q88LS6,Q88LS6_PSEPK,unreviewed,"Putative enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) (EC 1.3.1.10)",PP_1852,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),249,PP_1852,PP_1852,PP_1852
619,Q88LS5,Q88LS5_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_1853,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),312,PP_1853,PP_1853,PP_1853
1585,Q88LS4,Q88LS4_PSEPK,unreviewed,GreA_GreB domain-containing protein,PP_1854,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),156,PP_1854,PP_1854,PP_1854
201,Q88LS3,Q88LS3_PSEPK,unreviewed,Uncharacterized protein,PP_1855,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),132,PP_1855,PP_1855,PP_1855
3944,Q88LS1,Q88LS1_PSEPK,unreviewed,EF-P arginine 32 rhamnosyl-transferase,earP PP_1857,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),377,earP,PP_1857,earP
5352,Q88LS0,EFP_PSEPK,reviewed,Elongation factor P (EF-P),efp PP_1858,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),189,efp,PP_1858,efp
155,Q88LR9,Q88LR9_PSEPK,unreviewed,Organic hydroperoxide resistance protein,ohr PP_1859,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),142,ohr,PP_1859,ohr
1834,Q88LR8,Q88LR8_PSEPK,unreviewed,Organic hydroperoxide resistance transcriptional regulator,ohrR PP_1860,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),151,ohrR,PP_1860,ohrR
2505,Q88LR7,Q88LR7_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_1861,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),317,PP_1861,PP_1861,PP_1861
2894,Q88LR6,Q88LR6_PSEPK,unreviewed,Probable membrane transporter protein,PP_1862,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),249,PP_1862,PP_1862,PP_1862
4407,Q88LR5,Q88LR5_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_1863,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),283,PP_1863,PP_1863,PP_1863
1062,Q88LR4,Q88LR4_PSEPK,unreviewed,Uncharacterized protein,PP_1864,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),50,PP_1864,PP_1864,PP_1864
1697,Q88LR3,Q88LR3_PSEPK,unreviewed,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54),aroH PP_1866,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),448,aroH,PP_1866,aroH
2948,Q88LR2,Q88LR2_PSEPK,unreviewed,Uncharacterized protein,PP_1867,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),251,PP_1867,PP_1867,PP_1867
3754,Q88LR1,Q88LR1_PSEPK,unreviewed,ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A),deaD csdA PP_1868,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),559,deaD,PP_1868,deaD
4563,Q88LR0,Q88LR0_PSEPK,unreviewed,"4,5-DOPA-dioxygenase (EC 1.13.11.29)",ygiD PP_1869,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),264,ygiD,PP_1869,ygiD
4883,Q88LQ9,TPMT_PSEPK,reviewed,Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase),tpm PP_1870,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),216,tpm,PP_1870,tpm
5497,Q88LQ8,HTPX_PSEPK,reviewed,Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX),htpX PP_1871,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),295,htpX,PP_1871,htpX
2164,Q88LQ7,Q88LQ7_PSEPK,unreviewed,Glutamate-pyruvate aminotransferase (EC 2.6.1.2),alaA PP_1872,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),403,alaA,PP_1872,alaA
5488,Q88LQ6,MSRB_PSEPK,reviewed,Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase),msrB PP_1873,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),131,msrB,PP_1873,msrB
1188,Q88LQ5,Q88LQ5_PSEPK,unreviewed,Glutathione peroxidase,gpx PP_1874,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),162,gpx,PP_1874,gpx
3936,Q88LQ4,Q88LQ4_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_1875,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),785,PP_1875,PP_1875,PP_1875
153,Q88LQ3,Q88LQ3_PSEPK,unreviewed,Putative ATP/GTP-binding protein of the AAA+ family,PP_1876,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),295,PP_1876,PP_1876,PP_1876
674,Q88LQ2,Q88LQ2_PSEPK,unreviewed,Free methionine-(R)-sulfoxide reductase (EC 1.8.4.14),msrC PP_1877,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),160,msrC,PP_1877,msrC
2079,Q88LQ1,Q88LQ1_PSEPK,unreviewed,Uncharacterized protein,PP_1878,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),255,PP_1878,PP_1878,PP_1878
2619,Q88LQ0,Q88LQ0_PSEPK,unreviewed,Uncharacterized protein,PP_1879,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),504,PP_1879,PP_1879,PP_1879
3071,Q88LP9,Q88LP9_PSEPK,unreviewed,Outer membrane autotransporter,PP_1880,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),730,PP_1880,PP_1880,PP_1880
879,Q88LP8,Q88LP8_PSEPK,unreviewed,Uncharacterized protein,PP_1881,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),674,PP_1881,PP_1881,PP_1881
1281,Q88LP7,Q88LP7_PSEPK,unreviewed,Uncharacterized protein,PP_1882,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1632,PP_1882,PP_1882,PP_1882
4315,Q88LP6,Q88LP6_PSEPK,unreviewed,Uncharacterized protein,PP_1883,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),601,PP_1883,PP_1883,PP_1883
2533,Q88LP5,Q88LP5_PSEPK,unreviewed,Uncharacterized protein,PP_1884,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),821,PP_1884,PP_1884,PP_1884
1582,Q88LP4,Q88LP4_PSEPK,unreviewed,Uncharacterized protein,PP_1885,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),784,PP_1885,PP_1885,PP_1885
4395,Q88LP3,Q88LP3_PSEPK,unreviewed,Uncharacterized protein,PP_1886,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),975,PP_1886,PP_1886,PP_1886
607,Q88LP2,Q88LP2_PSEPK,unreviewed,Uncharacterized protein,PP_1887,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1290,PP_1887,PP_1887,PP_1887
3048,Q88LP1,Q88LP1_PSEPK,unreviewed,Fimbrial protein,PP_1888,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),364,PP_1888,PP_1888,PP_1888
988,Q88LP0,Q88LP0_PSEPK,unreviewed,Type 1 pili subunit FimD,fimD PP_1889,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),831,fimD,PP_1889,fimD
31,Q88LN9,Q88LN9_PSEPK,unreviewed,Type 1 pili chaperone protein FimC,PP_1890,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),259,PP_1890,PP_1890,PP_1890
245,Q88LN8,Q88LN8_PSEPK,unreviewed,Type 1 pili subunit FimI,fimI PP_1891,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),179,fimI,PP_1891,fimI
2652,Q88LN7,Q88LN7_PSEPK,unreviewed,Uncharacterized protein,PP_1892,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),136,PP_1892,PP_1892,PP_1892
4164,Q88LN6,Q88LN6_PSEPK,unreviewed,Acyl-coenzyme A dehydrogenase (EC 1.3.8.7) (EC 1.3.8.8),fadE PP_1893,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),815,fadE,PP_1893,fadE
2368,Q88LN5,Q88LN5_PSEPK,unreviewed,Glutathione S-transferase reducing arsenate to arsenite,gstB PP_1894,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),207,gstB,PP_1894,gstB
234,Q88LN4,Q88LN4_PSEPK,unreviewed,Putative ABC transporter-ATP binding subunit,yadG PP_1895,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),310,yadG,PP_1895,yadG
4505,Q88LN3,Q88LN3_PSEPK,unreviewed,Transport permease protein,yadH PP_1896,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),259,yadH,PP_1896,yadH
3300,Q88LN2,Q88LN2_PSEPK,unreviewed,DNA internalization-related competence protein ComEC/Rec2,PP_1897,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),737,PP_1897,PP_1897,PP_1897
2222,Q88LN1,Q88LN1_PSEPK,unreviewed,MotA/TolQ/ExbB proton channel family protein,PP_1898,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),224,PP_1898,PP_1898,PP_1898
106,Q88LN0,Q88LN0_PSEPK,unreviewed,ExbD/TolR family protein,PP_1899,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),144,PP_1899,PP_1899,PP_1899
5341,Q88LM9,LPXK_PSEPK,reviewed,Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase),lpxK PP_1900,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),333,lpxK,PP_1900,lpxK
5221,Q88LM8,Y1901_PSEPK,reviewed,UPF0434 protein PP_1901,PP_1901,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),61,PP_1901,PP_1901,PP_1901
5039,Q88LM7,KDSB_PSEPK,reviewed,3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase),kdsB PP_1902,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),254,kdsB,PP_1902,kdsB
1255,Q88LM6,Q88LM6_PSEPK,unreviewed,Protein-tyrosine-phosphatase (EC 3.1.3.48),etp PP_1903,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),154,etp,PP_1903,etp
5354,Q88LM5,MURB_PSEPK,reviewed,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase),murB PP_1904,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),339,murB,PP_1904,murB
4381,Q88LM4,Q88LM4_PSEPK,unreviewed,Ribonuclease E (RNase E) (EC 3.1.26.12),rne PP_1905,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1091,rne,PP_1905,rne
4325,A0A140FW35,A0A140FW35_PSEPK,unreviewed,Pseudouridine synthase (EC 5.4.99.-),rluC PP_1906,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),318,rluC,PP_1906,rluC
1862,Q88LM3,Q88LM3_PSEPK,unreviewed,"Hydrolase, haloacid dehalogenase-like family",PP_1907,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),224,PP_1907,PP_1907,PP_1907
1075,Q88LM2,Q88LM2_PSEPK,unreviewed,Putative Peptidase,PP_1908,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),329,PP_1908,PP_1908,PP_1908
4999,Q88LM1,NTPPB_PSEPK,reviewed,7-methyl-GTP pyrophosphatase (m(7)GTP pyrophosphatase) (EC 3.6.1.-),maf-2 PP_1909,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),192,PP_1909,PP_1909,maf-2 
2335,Q88LM0,Q88LM0_PSEPK,unreviewed,23S rRNA accumulation protein YceD (Large ribosomal RNA subunit accumulation protein YceD),PP_1910,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),175,PP_1910,PP_1910,PP_1910
4893,Q88LL9,RL32_PSEPK,reviewed,50S ribosomal protein L32,rpmF PP_1911,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),60,rpmF,PP_1911,rpmF
4955,Q88LL8,PLSX_PSEPK,reviewed,Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase),plsX PP_1912,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),336,plsX,PP_1912,plsX
203,Q88LL7,Q88LL7_PSEPK,unreviewed,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),fabD PP_1913,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),312,fabD,PP_1913,fabD
4199,Q88LL6,Q88LL6_PSEPK,unreviewed,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100),fabG PP_1914,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),246,fabG,PP_1914,fabG
5320,Q88LL5,ACP_PSEPK,reviewed,Acyl carrier protein (ACP),acpP PP_1915,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),78,acpP,PP_1915,acpP
3987,Q88LL4,Q88LL4_PSEPK,unreviewed,3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179),fabF PP_1916,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),414,fabF,PP_1916,fabF
2484,Q88LL3,Q88LL3_PSEPK,unreviewed,4-amino-4-deoxychorismate lyase (EC 4.1.3.38),pabC PP_1917,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),271,pabC,PP_1917,pabC
4808,Q88LL2,Q88LL2_PSEPK,unreviewed,Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase),yceG mltG PP_1918,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),421,yceG,PP_1918,yceG
229,Q88LL1,Q88LL1_PSEPK,unreviewed,HEPN_Toprim_N domain-containing protein,PP_1920,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),406,PP_1920,PP_1920,PP_1920
2682,Q88LL0,Q88LL0_PSEPK,unreviewed,Uncharacterized protein,PP_1921,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),387,PP_1921,PP_1921,PP_1921
760,Q88LK9,Q88LK9_PSEPK,unreviewed,DUF2726 domain-containing protein,PP_1922,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),282,PP_1922,PP_1922,PP_1922
235,Q88LK8,Q88LK8_PSEPK,unreviewed,Uncharacterized protein,PP_1923,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),262,PP_1923,PP_1923,PP_1923
4025,Q88LK7,Q88LK7_PSEPK,unreviewed,Putative Phosphinothricin N-acetyltransferase,PP_1924,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),186,PP_1924,PP_1924,PP_1924
4221,Q88LK6,Q88LK6_PSEPK,unreviewed,Putative Monooxygenase,PP_1925,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),360,PP_1925,PP_1925,PP_1925
1972,Q88LK5,Q88LK5_PSEPK,unreviewed,Putative phosphotyrosine-protein phosphatase (EC 3.1.3.-),PP_1926,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),165,PP_1926,PP_1926,PP_1926
1563,Q88LK4,Q88LK4_PSEPK,unreviewed,Putative Arsenical resistance protein ArsH,PP_1927,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),241,PP_1927,PP_1927,PP_1927
476,Q88LK3,Q88LK3_PSEPK,unreviewed,Protein-tyrosine-phosphatase (EC 3.1.3.48),PP_1928,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),162,PP_1928,PP_1928,PP_1928
3268,Q88LK2,Q88LK2_PSEPK,unreviewed,Arsenical pump membrane protein,arsB-I PP_1929,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),427,arsB-I,PP_1929,arsB-I
5449,Q88LK1,ARSR1_PSEPK,reviewed,Arsenic resistance transcriptional regulator ArsR1,arsR1 arsR-I PP_1930,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),128,arsR-I,PP_1930,arsR-I
436,Q88LK0,Q88LK0_PSEPK,unreviewed,Uncharacterized protein,PP_1931,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),478,PP_1931,PP_1931,PP_1931
3448,Q88LJ9,Q88LJ9_PSEPK,unreviewed,Uncharacterized protein,PP_1932,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),249,PP_1932,PP_1932,PP_1932
790,Q88LJ7,Q88LJ7_PSEPK,unreviewed,Uncharacterized protein,PP_1934,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),218,PP_1934,PP_1934,PP_1934
662,Q88LJ6,Q88LJ6_PSEPK,unreviewed,"Transcriptional regulator, Cro/CI family",PP_1935,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),102,PP_1935,PP_1935,PP_1935
3389,Q88LJ5,Q88LJ5_PSEPK,unreviewed,KAP NTPase domain-containing protein,PP_1936,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),978,PP_1936,PP_1936,PP_1936
4334,Q88LJ4,Q88LJ4_PSEPK,unreviewed,Putative helicase,PP_1937,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1085,PP_1937,PP_1937,PP_1937
389,Q88LJ3,Q88LJ3_PSEPK,unreviewed,Uncharacterized protein,PP_1938,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),103,PP_1938,PP_1938,PP_1938
2085,A0A140FW47,A0A140FW47_PSEPK,unreviewed,Uncharacterized protein,PP_1939,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),47,PP_1939,PP_1939,PP_1939
2266,Q88LJ2,Q88LJ2_PSEPK,unreviewed,Methyl-accepting chemotaxis transducer,PP_1940,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),716,PP_1940,PP_1940,PP_1940
4571,Q88LJ1,Q88LJ1_PSEPK,unreviewed,HTH tetR-type domain-containing protein,PP_1941,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),200,PP_1941,PP_1941,PP_1941
2636,Q88LJ0,Q88LJ0_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_1942,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),320,PP_1942,PP_1942,PP_1942
3831,Q88LI9,Q88LI9_PSEPK,unreviewed,Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase),purU-III purU PP_1943,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),286,purU-III,PP_1943,purU-III
4158,Q88LI8,Q88LI8_PSEPK,unreviewed,Putative Aminomethyltransferase,PP_1944,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),425,PP_1944,PP_1944,PP_1944
5252,Q88LI7,FOLD1_PSEPK,reviewed,Bifunctional protein FolD 1 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],folD1 folD-1 PP_1945,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),291,folD-I,PP_1945,folD-I
1485,Q88LI6,Q88LI6_PSEPK,unreviewed,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_1946,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),262,PP_1946,PP_1946,PP_1946
3500,Q88LI5,Q88LI5_PSEPK,unreviewed,Uncharacterized protein,PP_1947,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),329,PP_1947,PP_1947,PP_1947
2066,Q88LI4,Q88LI4_PSEPK,unreviewed,Benzaldehyde dehydrogenase,PP_1948,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),492,PP_1948,PP_1948,PP_1948
1952,Q88LI3,Q88LI3_PSEPK,unreviewed,"Oxidoreductase, GMC family",PP_1949,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),550,PP_1949,PP_1949,PP_1949
1908,Q88LI2,Q88LI2_PSEPK,unreviewed,Uncharacterized protein,PP_1950,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),392,PP_1950,PP_1950,PP_1950
678,Q88LI1,Q88LI1_PSEPK,unreviewed,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_1951,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),275,PP_1951,PP_1951,PP_1951
371,Q88LI0,Q88LI0_PSEPK,unreviewed,Metallo-beta-lactamase family protein,PP_1952,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),315,PP_1952,PP_1952,PP_1952
4093,Q88LH9,Q88LH9_PSEPK,unreviewed,"Oxidoreductase, short chain dehydrogenase/reductase family",PP_1953,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),269,PP_1953,PP_1953,PP_1953
3676,Q88LH8,Q88LH8_PSEPK,unreviewed,Beta-lactamase domain-containing protein,PP_1954,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),388,PP_1954,PP_1954,PP_1954
